id,titulo,orientacion,carrera,resolucion,modalidad,institucion_id
219,INGENIERO/A QUÍMICO/A,,INGENIERÍA QUÍMICA,R.M./389/2017,PRESENCIAL,2
220,INGENIERO/A QUÍMICO/A,,INGENIERÍA QUÍMICA,R.M.2400/97 - R.M./0265/2011 - R.M./265/2011,PRESENCIAL,2
221,INGENIERO/A ZOOTECNISTA,,INGENIERÍA ZOOTECNISTA,R.M./1613/2015,PRESENCIAL,2
222,INGENIERO BIOMÉDICO,,INGENIERÍA BIOMÉDICA,R.M./1862/2017,PRESENCIAL,2
223,INGENIERO BIOMÉDICO,,,R.M.0813/05,PRESENCIAL,2
224,INGENIERO ELECTRICISTA,,,R.M.0340/00 - R.M.1499/11,PRESENCIAL,2
225,INGENIERO ELECTRICISTA,,INGENIERÍA ELÉCTRICA,R.M./1875/2017,PRESENCIAL,2
226,INGENIERO EN COMPUTACION,,,R.M.0340/00 - R.M.1486/05,PRESENCIAL,2
227,INGENIERO EN INFORMÁTICA,,INGENIERÍA EN INFORMÁTICA,R.M./606/2021,PRESENCIAL,2
228,INGENIERO MECÁNICO,,INGENERÍA MECÁNICA,R.M./2166/2016,PRESENCIAL,2
229,INGENIERO MECÁNICO,,,R.M.1495/11,PRESENCIAL,2
230,LICENCIADO/A EN ADMINISTRACIÓN,,LICENCIADO EN ADMINISTRACIÓN - DISPOSICIÓN-,R.M./2402/2019,PRESENCIAL,2
231,LICENCIADO/A EN ADMINISTRACIÓN,,LICENCIATURA EN ADMINISTRACIÓN,R.M./439/2017,PRESENCIAL,2
232,LICENCIADO/A EN ARTES VISUALES,,LICENCIATURA EN ARTES VISUALES,R.M./1152/2017,PRESENCIAL,2
233,LICENCIADO/A EN BIOTECNOLOGÍA,,LICENCIATURA EN BIOTECNOLOGÍA,EN TRAMITE,PRESENCIAL,2
234,LICENCIADO/A EN BIOTECNOLOGÍA,,LICENCIATURA EN BIOTECNOLOGÍA,R.M./318/2020,PRESENCIAL,2
235,LICENCIADO/A  EN CIENCIAS BIOLÓGICAS,,LICENCIATURA EN CIENCIAS BIOLÓGICAS,R.M./2618/2017 - R.M./569/2020,PRESENCIAL,2
236,LICENCIADO/A EN CIENCIAS DE LA COMUNICACIÓN,,,R.M.0016/04,PRESENCIAL,2
237,LICENCIADO/A EN CIENCIAS DE LA EDUCACIÓN,,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,R.M./2746/2019,PRESENCIAL,2
238,LICENCIADO/A EN CIENCIAS DE LA EDUCACIÓN,,LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN,R.M.0594/96 - R.M.0715/97 - R.M./0175/2012 - R.M./175/2012,PRESENCIAL,2
239,LICENCIADO/A EN CINEMATOGRAFÍA,,LICENCIATURA EN CINEMATOGRAFÍA,R.M./229/2020,PRESENCIAL,2
240,LICENCIADO/A EN DISEÑO DE SONIDO,,LICENCIATURA EN DISEÑO DE SONIDO,EN TRAMITE,PRESENCIAL,2
241,LICENCIADO/A EN ECONOMÍA,,LICENCIATURA EN ECONOMÍA,R.M./1292/2015,PRESENCIAL,2
242,LICENCIADO/A EN EDUCACIÓN FÍSICA,,LICENCIATURA DE EDUCACIÓN FÍSICA,R.M./790/2018,PRESENCIAL,2
243,LICENCIADO/A EN ENFERMERIA,,LICENCIATURA EN ENFERMERÍA,R.M./837/2020,PRESENCIAL,2
244,LICENCIADO/A EN ENFERMERÍA,,,R.M.2405/94 - R.M.0538/11,PRESENCIAL,2
245,LICENCIADO/A EN FILOSOFÍA,,,R.M.0586/05,PRESENCIAL,2
246,LICENCIADO/A EN FÍSICA,,LICENCIATURA EN FÍSICA,R.M./4792/2017,PRESENCIAL,2
247,LICENCIADO/A EN FONOAUDIOLOGÍA,,LICENCIATURA EN FONOAUDIOLOGÍA -CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./2482/2019,PRESENCIAL,2
248,LICENCIADO/A EN GEOGRAFÍA,,LICENCIATURA EN GEOGRAFÍA,EN TRAMITE,PRESENCIAL,2
249,LICENCIADO/A EN GEOGRAFÍA,,,R.M.0800/05,PRESENCIAL,2
250,LICENCIADO/A EN HISTORIA,,LICENCIATURA EN HISTORIA,R.M./291/2018,PRESENCIAL,2
251,LICENCIADO/A EN INFORMÁTICA,,LICENCIATURA EN INFORMÁTICA,R.M./1740/2015 - R.M./292/2021,PRESENCIAL,2
252,LICENCIADO/A EN LUTHERIA,,LICENCIATURA EN LUTHERIA,R.M./672/2021,PRESENCIAL,2
253,LICENCIADO/A EN OBSTETRICIA,,LICENCIATURA EN OBSTETRICIA,R.M./693/2018,PRESENCIAL,2
254,LICENCIADO/A EN OBSTETRICIA,,LICENCIATURA EN OBSTETRICIA,R.M./2855/2017,PRESENCIAL,2
255,LICENCIADO/A EN QUÍMICA,,LICENCIATURA EN QUÍMICA,R.M.0972/98 - R.M./1117/2015 - R.M./2407/2019,PRESENCIAL,2
256,LICENCIADO/A EN QUÍMICA,,LICENCIATURA EN QUIMICA,R.M./2364/2019,PRESENCIAL,2
257,LICENCIADO/A EN TRABAJO SOCIAL,,,R.M.0959/89 - R.M.0568/05,PRESENCIAL,2
258,LICENCIADO EN BIOTECNOLOGÍA,,,R.M.2079/98,PRESENCIAL,2
259,LICENCIADO EN CIENCIAS BIOLÓGICAS,,,R.M.0212/00 - R.M.0376/02,PRESENCIAL,2
260,LICENCIADO EN CIENCIAS SOCIALES -CICLO DE LICENCIATURA,,,R.M.0567/03,PRESENCIAL,2
261,LICENCIADO EN CINEMATOGRAFIA,,,R.M.0964/05,PRESENCIAL,2
262,LICENCIADO EN EDUCACIÓN ESPECIAL -CICLO DE LICENCIATURA-,,,R.M.1554/04,PRESENCIAL,2
263,LICENCIADO EN EDUCACIÓN FÍSICA,,LICENCIATURA EN EDUCACIÓN FÍSICA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1631/2015,PRESENCIAL,2
264,LICENCIADO EN EDUCACIÓN FÍSICA,,,R.M.1470/98,PRESENCIAL,2
265,LICENCIADO EN EDUCACION INICIAL -CICLO DE LICENCIATURA,,,R.M.0039/06,PRESENCIAL,2
266,LICENCIADO EN FRANCES CON ORIENTACION ALTERNATIVA EN LINGÜISTICA,ALTERNATIVA EN LINGÜISTICA,,R.M.1347/04,PRESENCIAL,2
267,LICENCIADO EN FRANCES CON ORIENTACION ALTERNATIVA EN LITERATURA,ALTERNATIVA EN LITERATURA,,R.M.1347/04,PRESENCIAL,2
268,LICENCIADO EN GESTION UNIVERSITARIA,,LICENCIATURA EN GESTIÓN UNIVERSITARIA,R.M./0689/2013 - R.M./689/2013,PRESENCIAL,2
269,LICENCIADO EN INFORMÁTICA,,,R.M.0777/05,PRESENCIAL,2
270,LICENCIADO EN INGLES CON ORIENTACION ALTERNATIVA EN HISTORIA,ALTERNATIVA EN HISTORIA,LICENCIATURA EN INGLÉS,R.M.0540/06,PRESENCIAL,2
271,LICENCIADO EN INGLES CON ORIENTACION ALTERNATIVA EN LINGÜÍSTICA,ALTERNATIVA EN LINGÜÍSTICA,LICENCIATURA EN INGLÉS,R.M.0540/06,PRESENCIAL,2
272,LICENCIADO EN INGLES CON ORIENTACION ALTERNATIVA EN LITERATURA,ALTERNATIVA EN LITERATURA,LICENCIATURA EN INGLÉS,R.M.0540/06,PRESENCIAL,2
273,LICENCIADO EN KINESIOLOGIA,,,R.M.1370/97,PRESENCIAL,2
274,LICENCIADO EN LETRAS,,,R.M.0016/06,PRESENCIAL,2
275,LICENCIADO EN LETRAS -CICLO DE LICENCIATURA,,,R.M.0569/03,PRESENCIAL,2
276,LICENCIADO EN MUSICA CON ORIENTACION ALTERNATIVA EN DIRECCION CORAL -CICLO DE LICENCIATURA,ALTERNATIVA EN DIRECCION CORAL -CICLO DE LICENCIATURA,,R.M.1099/04,PRESENCIAL,2
277,LICENCIADO EN MUSICA CON ORIENTACION ALTERNATIVA EN EDUCACION MUSICAL -CICLO DE LICENCIATURA,ALTERNATIVA EN EDUCACION MUSICAL -CICLO DE LICENCIATURA,,R.M.1099/04,PRESENCIAL,2
278,LICENCIADO EN MUSICA CON ORIENTACION ALTERNATIVA EN INSTRUMENTO -CICLO DE LICENCIATURA, ALTERNATIVA EN INSTRUMENTO -CICLO DE LICENCIATURA,,R.M.1099/04,PRESENCIAL,2
279,LICENCIADO EN TEATRO,,,R.M.1194/87,PRESENCIAL,2
280,LICENCIADO EN TELEVISION,,,R.M.0964/05,PRESENCIAL,2
281,MÉDICO/A,,MEDICINA,R.M.0775/90,PRESENCIAL,2
282,MÉDICO/A VETERINARIO/A,,MEDICINA VETERINARIA,R.M./4578/2017,PRESENCIAL,2
283,MÉDICO/A VETERINARIO/A,,,R.M.0189/03,PRESENCIAL,2
284,ODONTÓLOGO/A,,ODONTOLOGÍA,R.M./2620/2019,PRESENCIAL,2
285,ODONTÓLOGO/A,,,R.M.1429/90,PRESENCIAL,2
286,ODONTÓLOGO/A,,ODONTOLOGÍA,R.M./4751/2017 - R.M./655/2019,PRESENCIAL,2
287,PROFESOR/A DE HISTORIA,,PROFESORADO DE HISTORIA,R.M./1486/2018,PRESENCIAL,2
288,PROFESOR/A EN CIENCIAS DE LA EDUCACIÓN,,PROFESORADO EN CIENCIAS DE LA EDUCACIÓN,R.M./2744/2019,PRESENCIAL,2
289,PROFESOR/A EN DANZA CONTEMPORANEA,,PROFESORADO EN DANZA CONTEMPORÁNEA,R.M./2466/2019,PRESENCIAL,2
290,PROFESOR/A EN LETRAS,,,R.M.0016/06,PRESENCIAL,2
291,PROFESOR/A UNIVERSITARIO/A EN TEATRO,,PROFESORADO UNIVERSITARIO EN TEATRO-CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./831/2019,PRESENCIAL,2
292,PROFESOR/A UNIVERSITARIO/A EN TEATRO,,PROFESORADO UNIVERSITARIO EN TEATRO,R.M./388/2019,PRESENCIAL,2
293,PROFESOR DE ARTES CON ORIENTACION EN MUSICA,EN MUSICA,,R.M.1676/99,PRESENCIAL,2
294,PROFESOR DE ARTES VISUALES,,,R.M.0940/09,PRESENCIAL,2
295,PROFESOR DE CIENCIAS BIOLOGICAS,,,R.M.0515/00,PRESENCIAL,2
296,PROFESOR DE DANZA CONTEMPORANEA,,,R.M.1228/88,PRESENCIAL,2
297,PROFESOR DE EDUCACION FISICA,,,R.M.0876/01,PRESENCIAL,2
298,PROFESOR DE EDUCACIÓN INICIAL,,,R.M.0098/99 - R.M.0494/09,PRESENCIAL,2
299,PROFESOR DE EDUCACIÓN PRIMARIA,,,R.M.0305/11,PRESENCIAL,2
300,PROFESOR DE MÚSICA CON ORIENTACIÓN EDUCACIÓN MUSICAL,EDUCACIÓN MUSICAL,PROFESORADO DE MÚSICA,R.M./1525/2015,PRESENCIAL,2
301,PROFESOR DE MÚSICA CON ORIENTACIÓN EN DIRECCIÓN CORAL,EN DIRECCIÓN CORAL,PROFESORADO DE MÚSICA,R.M./1525/2015,PRESENCIAL,2
302,PROFESOR DE MÚSICA CON ORIENTACIÓN INSTRUMENTO,INSTRUMENTO,PROFESORADO DE MÚSICA,R.M./1525/2015,PRESENCIAL,2
303,PROFESOR EN ARTES PLASTICAS -CICLO DE PROFESORADO,,,R.M.0646/05,PRESENCIAL,2
304,PROFESOR EN CIENCIAS DE LA EDUCACION,,,R.M.0594/96 - R.M.0715/97 - R.M./0174/2012,PRESENCIAL,2
305,PROFESOR EN CIENCIAS JURIDICAS -CICLO DE PROFESORADO,,,R.M.0311/05,PRESENCIAL,2
306,PROFESOR EN CIENCIAS NATURALES,,,R.M.0009/95,PRESENCIAL,2
307,PROFESOR EN EDUCACION FISICA,,,R.M.1470/98,PRESENCIAL,2
308,PROFESOR EN FILOSOFÍA,,,R.M.0586/05,PRESENCIAL,2
309,PROFESOR EN FRANCES,,,R.M.1347/04,PRESENCIAL,2
310,PROFESOR EN GEOGRAFIA,,,R.M.0800/05,PRESENCIAL,2
311,PROFESOR EN INGLÉS,,PROFESORADO EN INGLÉS,R.M.0540/06,PRESENCIAL,2
312,PROFESOR EN MATEMÁTICA,,,R.M.1391/05,PRESENCIAL,2
313,PROFESOR EN QUIMICA,,,R.M.1085/05,PRESENCIAL,2
314,PROFESOR EN TEATRO,,PROFESORADO EN TEATRO,EN TRAMITE,PRESENCIAL,2
315,PROFESOR EN TEATRO,,,R.M.1194/87,PRESENCIAL,2
316,PSICÓLOGO,,,R.M.1215/94,PRESENCIAL,2
317,PSICÓLOGO,,PSICOLOGÍA,R.M./2313/2017,PRESENCIAL,2
318,VETERINARIO/A,,,R.M.0714/97,PRESENCIAL,2
319,ABOGADO/A,,DERECHO,R.M./1663/2019,PRESENCIAL,3
320,ABOGADO/A,,,DIS.0111/76 - DIS.0158/76 - DIS.0086/78 - DIS.0046/80 - DIS.0106/82 - D./1/87/1987,PRESENCIAL,3
321,AGRIMENSOR,,,R.M.0914/84,PRESENCIAL,3
322,ARQUITECTO/A,,ARQUITECTURA,R.M.0750/86 - R.M./2081/2015,PRESENCIAL,3
323,ARQUITECTO/A,,ARQUITECTURA,R.M./2431/2019,PRESENCIAL,3
324,CONTADOR/A PÚBLICO/A,,,R.M.2835/94,PRESENCIAL,3
325,DISEÑADOR/A INDUSTRIAL,,DISEÑO INDUSTRIAL,R.M./939/2020,PRESENCIAL,3
326,ESCRIBANO PÚBLICO NACIONAL,,ESCRIBANÍA,R.M./740/2021,PRESENCIAL,3
327,GEOGRAFO,,,R.M.1188/82 - R.M.0648/00,PRESENCIAL,3
328,INGENIERO/A EN INFORMÁTICA,,,R.M.0883/99 - R.M.0885/02 - R.M./2070/2013 - R.M./4746/2017,PRESENCIAL,3
329,INGENIERO/A EN TELECOMUNICACIONES,,INGENIERÍA EN TELECOMUNICACIONES,R.M./237/2017,PRESENCIAL,3
330,INGENIERO/A EN TELECOMUNICACIONES,,INGENIERÍA EN TELECOMUNICACIONES,R.M.1028/01,PRESENCIAL,3
331,INGENIERO/A INDUSTRIAL,,INGENIERÍA INDUSTRIAL,R.M./1059/2017,PRESENCIAL,3
332,INGENIERO/A INDUSTRIAL,,INGENIERÍA INDUSTRIAL,R.M./709/2021,PRESENCIAL,3
333,INGENIERO/A INDUSTRIAL,,,R.M.0395/10,PRESENCIAL,3
334,INGENIERO/A INDUSTRIAL,,INGENIERÍA CIVIL,R.M./652/2017,PRESENCIAL,3
335,INGENIERO/A INDUSTRIAL,,,R.M.0708/03,PRESENCIAL,3
336,INGENIERO CIVIL CON ORIENTACION EN CONSTRUCCIONES,EN CONSTRUCCIONES,,DIS.0003/70,PRESENCIAL,3
337,INGENIERO CIVIL CON ORIENTACION EN HIDRAULICA, EN HIDRAULICA,,DIS.0003/70,PRESENCIAL,3
338,INGENIERO CIVIL CON ORIENTACION EN VIAS DE COMUNICACIÓN,EN VIAS DE COMUNICACIÓN,,DIS.0003/70,PRESENCIAL,3
339,INGENIERO EN CONSTRUCCIONES,,,R.M.0379/91,PRESENCIAL,3
340,INGENIERO EN HIDRAULICA,,,R.M.0380/91,PRESENCIAL,3
341,INGENIERO EN VIAS DE COMUNICACIÓN,,,R.M.0381/91,PRESENCIAL,3
342,INGENIERO INDUSTRIAL CON ORIENTACION EN ADMINISTRACION Y DIRECCION INDUSTRIALES,ADMINISTRACION Y DIRECCION INDUSTRIALES,,DIS.0003/70,PRESENCIAL,3
343,INGENIERO INDUSTRIAL CON ORIENTACION EN MINERALES,EN MINERALES,,DIS.0003/70,PRESENCIAL,3
344,INGENIERO INDUSTRIAL CON ORIENTACION EN SIDERURGIA,SIDERURGIA,,DIS.0003/70,PRESENCIAL,3
345,LICENCIADA/O EN ADMINISTRACIÓN DE EMPRESAS,,,DIS.0003/70 - R.M.2273/90,PRESENCIAL,3
346,LICENCIADA/O EN ADMINISTRACIÓN DE EMPRESAS,,LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS,R.M./2412/2016,PRESENCIAL,3
347,LICENCIADA/O EN DISEÑO DE INTERIORES,,CICLO DE LICENCIATURA EN DISEÑO DE INTERIORES,R.M./322/2012,PRESENCIAL,3
348,LICENCIADA/O EN PERIODISMO,,LICENCIATURA EN PERIODISMO,R.M.0682/07,PRESENCIAL,3
349,LICENCIADO/A EN ADMINISTRACIÓN AGROPECUARIA,,LICENCIATURA EN ADMINISTRACIÓN AGROPECUARIA,R.M./2254/2020,PRESENCIAL,3
350,LICENCIADO/A EN CIENCIAS DE LA RELIGIÓN,,LICENCIATURA EN CIENCIAS DE LA RELIGIÓN,R.M./962/2017,PRESENCIAL,3
351,LICENCIADO/A EN CIENCIAS POLÍTICAS,,LICENCIATURA EN CIENCIAS POLÍTICAS,R.M./2099/2020,PRESENCIAL,3
352,LICENCIADO/A EN CIENCIAS POLÍTICAS,,,R.M.0892/02,PRESENCIAL,3
353,LICENCIADO/A EN COMERCIALIZACIÓN,,LICENCIATURA EN COMERCIALIZACIÓN,R.M.0678/98 - R.M.1228/99 - R.M.1316/11 - R.M./1316/2011,PRESENCIAL,3
354,LICENCIADO/A EN COMERCIO INTERNACIONAL,,LICENCIATURA EN COMERCIO INTERNACIONAL - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1633/2020,PRESENCIAL,3
355,LICENCIADO/A EN COMERCIO INTERNACIONAL,,LICENCIATURA EN COMERCIO INTERNACIONAL,R.M./576/2020,PRESENCIAL,3
356,LICENCIADO/A EN COMERCIO INTERNACIONAL,,LICENCIATURA EN COMERCIO INTERNACIONAL,R.M.0779/07 - R.M./1900/2019,PRESENCIAL,3
357,LICENCIADO/A EN CRIMINALÍSTICA,,,R.M.0301/90 - R.M.1180/05,PRESENCIAL,3
358,LICENCIADO/A EN DISEÑO DE INTERIORES,,LICENCIATURA EN DISEÑO DE INTERIORES,R.M./303/2021,PRESENCIAL,3
359,LICENCIADO/A EN DISEÑO GRÁFICO,,LICENCIATURA EN DISEÑO GRÁFICO- RECTIFICATORIA RM 685/09,EN TRAMITE,PRESENCIAL,3
360,LICENCIADO/A EN DISEÑO GRÁFICO,,,R.M.0685/08,PRESENCIAL,3
361,LICENCIADO/A EN ECONOMÍA,,LICENCIATURA EN ECONOMÍA,R.M./1568/2020,PRESENCIAL,3
362,LICENCIADO/A EN ECONOMÍA,,,DIS.0003/70 - R.M.1990/90,PRESENCIAL,3
363,LICENCIADO/A EN EDUCACIÓN FÍSICA,,,R.M.0040/99 - R.M.1227/10,PRESENCIAL,3
364,LICENCIADO/A EN ENTRENAMIENTO DEPORTIVO,,LICENCIATURA EN ENTRENAMIENTO DEPORTIVO - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./548/2020,PRESENCIAL,3
365,LICENCIADO/A EN FILOSOFÍA,,,DIS.0003/70 - R.M.0033/75 - R.M.2223/86 - R.M.1077/09,PRESENCIAL,3
366,LICENCIADO/A EN FONOAUDIOLOGÍA,,LICENCIATURA EN FONOAUDIOLOGÍA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./0890/2014 - R.M./890/2014,PRESENCIAL,3
367,LICENCIADO/A EN FONOAUDIOLOGÍA,,LICENCIATURA EN FONOAUDIOLOGÍA,R.M./321/2018,PRESENCIAL,3
368,LICENCIADO/A EN HISTORIA,,,DIS.0003/70 - R.M.0033/75 - R.M.2223/86,PRESENCIAL,3
369,LICENCIADO/A EN KINESIOLOGÍA Y FISIOTERAPIA,,LICENCIATURA EN KINESIOLOGÍA Y FISIOTERAPIA,R.M./1918/2016 - R.M./778/2018,PRESENCIAL,3
370,LICENCIADO/A EN LENGUAJES EXPRESIVOS,,LICENCIATURA EN LENGUAJES EXPRESIVOS - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./454/2020,PRESENCIAL,3
371,LICENCIADO/A EN MATEMÁTICA,,,DIS.0003/70 - R.M.0033/75 - R.M.2223/86,PRESENCIAL,3
372,LICENCIADO/A EN PODOLOGÍA,,LICENCIATURA EN PODOLOGÍA - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./961/2017,PRESENCIAL,3
373,LICENCIADO/A EN PRODUCCIÓN DE BIOIMÁGENES,,LICENCIATURA EN PRODUCCIÓN DE BIOIMÁGENES - CICLO DE COMPLEMENTACIÓN CURRICULAR -,R.M./1752/2016,PRESENCIAL,3
374,LICENCIADO/A  EN PSICOLOGÍA,,LICENCIATURA EN PSICOLOGÍA,R.M./100/2017,PRESENCIAL,3
375,LICENCIADO/A  EN PSICOLOGÍA,,,DIS.0003/70 -  R.M.0033/75 - R.M.1196/86,PRESENCIAL,3
376,LICENCIADO/A EN PSICOLOGÍA,,LICENCIATURA EN PSICOLOGÍA,R.M./582/2021,PRESENCIAL,3
377,LICENCIADO/A EN PSICOMOTRICIDAD,,LICENCIATURA EN PSICOMOTRICIDAD,R.M./794/2021,PRESENCIAL,3
378,LICENCIADO/A EN PSICOPEDAGOGÍA,,LICENCIATURA EN PSICOPEDAGOGÍA,R.M./888/2019,PRESENCIAL,3
379,LICENCIADO/A EN PSICOPEDAGOGÍA,,,DIS.0003/70,PRESENCIAL,3
380,LICENCIADO/A EN PSICOPEDAGOGÍA,,LICENCIATURA EN PSICOPEDAGOGÍA,R.M./427/2021,PRESENCIAL,3
381,LICENCIADO/A EN PUBLICIDAD,,LICENCIATURA EN PUBLICIDAD,R.M.0011/09,PRESENCIAL,3
382,LICENCIADO/A EN RECURSOS HUMANOS,,LICENCIATURA EN RECURSOS HUMANOS,R.M./2279/2013,PRESENCIAL,3
383,LICENCIADO/A EN RELACIONES INTERNACIONALES,,,R.M.1401/90 - R.M.0176/96,PRESENCIAL,3
384,LICENCIADO/A EN RELACIONES PÚBLICAS E INSTITUCIONALES,,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES,R.M.0228/01 - R.M.0228/09 - R.M./2558/2019,PRESENCIAL,3
385,LICENCIADO/A EN RELACIONES PÚBLICAS E INSTITUCIONALES,,LICENCIATURA EN RELACIONES PÚBLICAS E INSTITUCIONALES,R.M./1105/2018,PRESENCIAL,3
386,LICENCIADO/A EN TEOLOGÍA,,LICENCIATURA EN TEOLOGÍA,R.M./920/2017,PRESENCIAL,3
387,LICENCIADO/A EN TERAPIA OCUPACIONAL,,LICENCIATURA EN TERAPIA OCUPACIONAL,R.M./369/2019,PRESENCIAL,3
388,LICENCIADO/A EN TRABAJO SOCIAL,,LICENCIATURA EN TRABAJO SOCIAL,R.M.0273/06,PRESENCIAL,3
389,LICENCIADO/A EN TURISMO,,LICENCIATURA EN TURISMO,R.M./3067/2019,PRESENCIAL,3
390,LICENCIADO/A EN TURISMO,,,R.M.1081/89 - R.M.0401/00,PRESENCIAL,3
391,LICENCIADO EN ADMINISTRACION AGROPECUARIA,,,R.M.1559/04,PRESENCIAL,3
392,LICENCIADO EN ARTES MUSICALES CON ORIENTACION EN COMPOSICION,EN COMPOSICION,,R.M.0848/05,PRESENCIAL,3
393,LICENCIADO EN ARTES MUSICALES CON ORIENTACION EN DIRECCION CORAL Y ORQUESTAL,EN DIRECCION CORAL Y ORQUESTAL,,R.M.0848/05,PRESENCIAL,3
394,LICENCIADO EN ARTES MUSICALES CON ORIENTACION EN INSTRUMENTO/CANTO,INSTRUMENTO/CANTO,,R.M.0848/05,PRESENCIAL,3
395,LICENCIADO EN ARTES PLASTICAS,,LICENCIATURA EN ARTES PLÁSTICAS - CICLO DE COMPLEMENTACIÓN CURRICULAR --,R.M.1283/02 - R.M./0889/2014 - R.M./889/2014,PRESENCIAL,3
396,LICENCIADO EN CASTELLANO,,,DIS.0003/70,PRESENCIAL,3
397,LICENCIADO EN CIENCIA SECRETARIAL,,,DIS.0003/70,PRESENCIAL,3
398,LICENCIADO EN COMUNICACIONES SOCIALES,,LICENCIATURA EN COMUNICACIONES SOCIALES,R.M.0033/75 - - R.M./57/2009,PRESENCIAL,3
399,LICENCIADO EN EDUCACIÓN FÍSICA,,,R.M.0544/97 - R.M.1228/10,PRESENCIAL,3
400,LICENCIADO EN ENSEÑANZA DE LA ECONOMIA Y GESTION DE LAS ORGANIZACIONES -CICLO DE LICENCIATURA,,,R.M.1006/03 - R.M.1231/04,PRESENCIAL,3
401,LICENCIADO EN GEOGRAFIA -CICLO DE LICENCIATURA,,,R.M.1319/07,PRESENCIAL,3
402,LICENCIADO EN GESTION DE LA EDUCACION GENERAL BASICA -CICLO DE LICENCIATURA,,,R.M.1031/01,PRESENCIAL,3
403,LICENCIADO EN GESTIÓN EDUCATIVA,,LICENCIATURA EN GESTIÓN EDUCATIVA - CICLO LICENCIATURA -,R.M.0119/01 - R.M.1082/11 - R.M./1082/2011,PRESENCIAL,3
404,LICENCIADO EN HIGIENE Y SEGURIDAD EN EL TRABAJO,,LICENCIATURA EN HIGIENE Y SEGURIDAD EN EL TRABAJO,R.M.1519/05,PRESENCIAL,3
405,LICENCIADO EN HISTORIA,,,R.M.0318/03,PRESENCIAL,3
406,LICENCIADO EN IMAGEN Y SONIDO,,,R.M.1363/07,PRESENCIAL,3
407,LICENCIADO EN INFORMÁTICA,,,R.M.1927/90,PRESENCIAL,3
408,LICENCIADO EN INGLÉS,,,DIS.0003/70 - R.M.0033/75 - R.M.2223/86 - R.M.0370/03,PRESENCIAL,3
409,LICENCIADO EN INGLÉS,,LICENCIATURA EN INGLÉS - CICLO DE COMPLEMENTACIÓN CURRICULAR,R.M./1352/2017,PRESENCIAL,3
410,LICENCIADO EN INGLES -CICLO DE LICENCIATURA,,,R.M.1282/04,PRESENCIAL,3
411,LICENCIADO EN LETRAS,,,R.M.0033/75,PRESENCIAL,3
412,LICENCIADO EN LETRAS -CICLO DE LICENCIATURA,,,R.M.0971/01,PRESENCIAL,3
413,LICENCIADO EN MATEMATICA Y FISICA,,,R.M.0577/75 - R.M.2223/86,PRESENCIAL,3
414,LICENCIADO EN PRODUCCION ANIMAL,,,R.M.0473/09,PRESENCIAL,3
415,LICENCIADO EN RECURSOS HUMANOS CON ORIENTACION EN DESARROLLO ORGANIZACIONAL,DESARROLLO ORGANIZACIONAL,,R.M.0224/01,PRESENCIAL,3
416,LICENCIADO EN SERVICIO SOCIAL,,,R.M.0757/89,PRESENCIAL,3
417,LICENCIADO EN TEOLOGÍA,,,DIS.0003/70,PRESENCIAL,3
418,LICENCIADO EN TRABAJO SOCIAL-CICLO DE LICENCIATURA,,LICENCIATURA EN TRABAJO SOCIAL -CICLO DE COMPLEMENTACIÓN CURRICULAR-,R.M./1748/2014,PRESENCIAL,3
419,MÉDICO/A VETERINARIO/A,,,R.M.0381/03,PRESENCIAL,3
420,MÉDICO/A VETERINARIO/A,,CIENCIAS VETERINARIAS,R.M./2253/2020,PRESENCIAL,3
421,PROFESOR/A DE INGLÉS,,,R.M.2223/86,PRESENCIAL,3
422,PROFESOR/A EN EDUCACIÓN INICIAL,,PROFESORADO UNIVERSITARIO EN EDUCACIÓN INICIAL,R.M./1200/2019,PRESENCIAL,3
423,PROFESOR/A EN HISTORIA,,,R.M.2223/86,PRESENCIAL,3
424,PROFESOR/A EN LETRAS,,,R.M.2223/86,PRESENCIAL,3
425,PROFESOR/A EN PSICOLOGÍA,,PROFESORADO EN PSICOLOGÍA,R.M./1299/2019,PRESENCIAL,3
426,PROFESOR DE EDUCACION FISICA,,,R.M.1283/82,PRESENCIAL,3
427,PROFESOR DE PSICOLOGIA,,,R.M.1014/10,PRESENCIAL,3
428,PROFESOR EN (CAMPO DISCIPLINAR SEGÚN TITULACION DE BASE) -CICLO DE PROFESORADO,,PROFESOR EN (CAMPO DISCIPLINAR SEGÚN TITULACIÓN DE BASE),R.M.0969/11 - R.M./969/2011,PRESENCIAL,3
429,PROFESOR EN COMUNICACIONES SOCIALES,,,R.M.2223/86,PRESENCIAL,3
430,PROFESOR EN FILOSOFÍA,,,R.M.2223/86 - R.M.1077/09,PRESENCIAL,3
